RouteNumber,Source,Target,SourceLong,SourceLat,TargetLong,TargetLat,TotalStations
108CLUSTER,Vishwa Vidyalaya Metro Station,I.N.S. Hostel,77.214,28.695,77.212,28.696,
108CLUSTER,I.N.S. Hostel,Khalsa College,77.212,28.696,77.187,28.653,
108CLUSTER,Khalsa College,Patel Chest,77.187,28.653,77.208,28.691,
108CLUSTER,Patel Chest,Sri Ram College,77.208,28.691,77.206,28.688,
108CLUSTER,Sri Ram College,Maurice Nagar,77.206,28.688,77.205,28.686,
108CLUSTER,Maurice Nagar,Kamla Nagar/ Roop Nagar,77.205,28.686,77.202,28.684,
108CLUSTER,Kamla Nagar/ Roop Nagar,Shakti Nagar Nangia Park,77.202,28.684,77.196,28.68,
108CLUSTER,Shakti Nagar Nangia Park,Chowki No 2 / Gulabi Bagh Crossing,77.196,28.68,77.188,28.677,
108CLUSTER,Chowki No 2 / Gulabi Bagh Crossing,Gulabi Bagh,77.188,28.677,77.1887087627,28.6751539029,
108CLUSTER,Gulabi Bagh,Shastri Nagar A Block,77.1887087627,28.6751539029,77.186,28.672,
108CLUSTER,Shastri Nagar A Block,Subhadra Colony,77.186,28.672,77.184,28.671,
108CLUSTER,Subhadra Colony,Shastri Nagar Metro Station,77.184,28.671,77.18,28.669,
108CLUSTER,Shastri Nagar Metro Station,Shastri Nagar E-Block,77.18,28.669,77.177,28.67,
108CLUSTER,Shastri Nagar E-Block,Shastri Nagar Shiv Mandir,77.177,28.67,77.173,28.671,
108CLUSTER,Shastri Nagar Shiv Mandir,Inder Lok Metro Station,77.173,28.671,77.169,28.672,
108CLUSTER,Inder Lok Metro Station,Inderlok,77.169,28.672,77.166,28.67,
108CLUSTER,Inderlok,Zakhira,77.166,28.67,77.165,28.668,
108CLUSTER,Zakhira,DCM Chemical,77.165,28.668,77.159,28.665,
108CLUSTER,DCM Chemical,S.B.Mills,77.159,28.665,77.154,28.663,
108CLUSTER,S.B.Mills,Campa Cola,77.154,28.663,77.151,28.661,
108CLUSTER,Campa Cola,ESI Dispensary,77.151,28.661,77.148,28.66,
108CLUSTER,ESI Dispensary,Moti Nagar,77.148,28.66,77.144,28.658,
108CLUSTER,Moti Nagar,Kirti Nagar,77.144,28.658,77.137,28.655,
108CLUSTER,Kirti Nagar,F Block Kirti Nagar,77.137,28.655,77.143,28.648,
108CLUSTER,F Block Kirti Nagar,Police Station Kirti Nagar,77.143,28.648,77.142,28.648,
108CLUSTER,Police Station Kirti Nagar,Lakkad Mandi (Mansarovar Garden),77.142,28.648,77.131,28.637,
108CLUSTER,Lakkad Mandi (Mansarovar Garden),Maya Puri Depot,77.131,28.637,77.128,28.636,
108CLUSTER,Maya Puri Depot,Government Press Mayapuri,77.128,28.636,77.124806,28.6340047,
108CLUSTER,Government Press Mayapuri,Metal Forging,77.124806,28.6340047,77.123,28.629,
108CLUSTER,Metal Forging,DDA Flats Hari Nagar,77.123,28.629,77.119,28.63,
108CLUSTER,DDA Flats Hari Nagar,Swarg Ashram,77.119,28.63,77.114,28.63,
108CLUSTER,Swarg Ashram,Beri Wala Bagh,77.114,28.63,77.1121587,28.6311506,
108CLUSTER,Beri Wala Bagh,Beri Wala Bagh,77.1121587,28.6311506,77.1121587,28.6311506,
108CLUSTER,Beri Wala Bagh,DDU Hospital,77.1121587,28.6311506,77.111,28.628,
108CLUSTER,DDU Hospital,Hari Nagar Clock Tower,77.111,28.628,77.1101897103,28.6250047386,
108STLCLISTER,BBM II Depot,Sewa Kutir,77.21,28.703,77.209,28.702,14
108STLCLISTER,Sewa Kutir,Haqiqat Nagar,77.209,28.702,77.208,28.699,
108STLCLISTER,Haqiqat Nagar,G.T.B. Nagar,77.208,28.699,77.2060021632,28.698215324,
108STLCLISTER,G.T.B. Nagar,I.N.S. Hostel,77.2060021632,28.698215324,77.212,28.696,
108STLCLISTER,I.N.S. Hostel,Vishwa Vidyalaya Metro Station,77.212,28.696,77.214,28.695,
108STLCLISTER,Vishwa Vidyalaya Metro Station,Lucknow Road,77.214,28.695,77.216,28.696,
108STLCLISTER,Lucknow Road,DDA Flat Lucknow Road,77.216,28.696,77.218,28.7,
108STLCLISTER,DDA Flat Lucknow Road,INMAS,77.218,28.7,77.219,28.703,
108STLCLISTER,INMAS,CGHC Dispensary,77.219,28.703,77.221,28.706,
108STLCLISTER,CGHC Dispensary,Balak Ram Hospital,77.221,28.706,77.223186,28.705079,
108STLCLISTER,Balak Ram Hospital,P.S. Timarpur,77.223186,28.705079,77.224,28.707,
108STLCLISTER,P.S. Timarpur,Nehru Vihar Xing,77.224,28.707,77.226,28.709,
108STLCLISTER,Nehru Vihar Xing,Nehru Vihar,77.226,28.709,77.222,28.711,
109,Azadpur Terminal,Ashok Vihar X-ing,77.177743,28.708115,77.167248,28.702757,18
109,Ashok Vihar X-ing,Wazirpur Depot,77.167248,28.702757,77.151,28.694,
109,Wazirpur Depot,Pitam Pura J.D. Block,77.151,28.694,77.134,28.701,
109,Pitam Pura J.D. Block,Rohini Sector 7/8 X-ing,77.134,28.701,77.125,28.707,
109,Rohini Sector 7/8 X-ing,Rohini Sector 23/24 X-ing,77.125,28.707,77.0699015142,28.7207276246,
109,Rohini Sector 23/24 X-ing,Prahlad Vihar,77.0699015142,28.7207276246,77.078,28.733,
109,Prahlad Vihar,Prahladpur,77.078,28.733,77.294,28.5,
109,Prahladpur,Barwala,77.294,28.5,77.060833,28.7590708,
109,Barwala,Pooth Khurd,77.060833,28.7590708,77.048,28.772,
109,Pooth Khurd,Dhake Wala,77.048,28.772,77.0402832031,28.7873325348,
109,Dhake Wala,Bawana,77.0402832031,28.7873325348,77.0391768529,28.8019489703,
109,Bawana,Air Force Station Ghoga,77.0391768529,28.8019489703,77.048974,28.807602,
109,Air Force Station Ghoga,Sanoth X-ing,77.048974,28.807602,77.063,28.819,
109,Sanoth X-ing,Vishal Bagh,77.063,28.819,77.073,28.829,
109,Vishal Bagh,Bharat Mata Public School,77.073,28.829,77.076255,28.832612,
109,Bharat Mata Public School,Bankner Village,77.076255,28.832612,77.0803684,28.8530453,
110,Kendriya Terminal,R.M.L. Hospital,77.203,28.617,77.198,28.624,10
110,R.M.L. Hospital,Mandir Marg,77.198,28.624,77.204,28.639,
110,Mandir Marg,Guru Gobind Singh Marg,77.204,28.639,77.1988592635,28.6555890977,
110,Guru Gobind Singh Marg,Ice Factory,77.1988592635,28.6555890977,77.209181,28.666948,
110,Ice Factory,S.T.A. Office,77.209181,28.666948,77.2185004114,28.6789797,
110,S.T.A. Office,Old Secretariat,77.2185004114,28.6789797,77.222,28.683,
110,Old Secretariat,Balak Ram Hospital,77.222,28.683,77.223186,28.705079,
110,Balak Ram Hospital,Jagat Pur X-ing,77.223186,28.705079,77.216,28.722,
110,Jagat Pur X-ing,Sangam Vihar,77.216,28.722,77.248,28.512,
112,Fatehpuri,ISBT / Kashmiri Gate,77.223935,28.660643,77.229,28.666,18
112,ISBT / Kashmiri Gate,Old Secretariat,77.229,28.666,77.222,28.683,
112,Old Secretariat,G.T.B. Nagar,77.222,28.683,77.2060021632,28.698215324,
112,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
112,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
112,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
112,G.T.K. Depot,Libas Pur G.T. Road,77.1583198811,28.731536134,77.15,28.751,
112,Libas Pur G.T. Road,Nangli Poonam,77.15,28.751,77.143,28.772,
112,Nangli Poonam,Budh Pur,77.143,28.772,77.1411551545,28.7816201773,
112,Budh Pur,Ali Pur,77.1411551545,28.7816201773,77.1395071983,28.7963520569,
112,Ali Pur,Ali Pur Garhi,77.1395071983,28.7963520569,77.1277266528,28.798020701,
112,Ali Pur Garhi,Minda Farm,77.1277266528,28.798020701,77.1223045734,28.7977103339,
112,Minda Farm,Shah Pur Garhi,77.1223045734,28.7977103339,77.102,28.817,
112,Shah Pur Garhi,Bhor Garh,77.102,28.817,77.0946150086,28.8292975832,
112,Bhor Garh,Narela Terminal,77.0946150086,28.8292975832,77.088,28.852,
112,Narela Terminal,Shafiabad Border,77.088,28.852,77.092,28.857,
113 Extn,Azadpur Terminal,Adarsh Nagar,77.177743,28.708115,77.170962,28.7157508187,15
113 Extn,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
113 Extn,G.T.K. Depot,Haider Pur Water Works,77.1583198811,28.731536134,77.140706673,28.7212643486,
113 Extn,Haider Pur Water Works,ESI Hospital Rohini,77.140706673,28.7212643486,77.126769,28.726496,
113 Extn,ESI Hospital Rohini,Rohini Sector 16,77.126769,28.726496,77.128,28.736,
113 Extn,Rohini Sector 16,Shahbad Daulat Pur,77.128,28.736,77.111,28.745,
113 Extn,Shahbad Daulat Pur,Shahbad Dairy,77.111,28.745,77.096,28.746,
113 Extn,Shahbad Dairy,Prahladpur,77.096,28.746,77.294,28.5,
113 Extn,Prahladpur,Barwala,77.294,28.5,77.060833,28.7590708,
113 Extn,Barwala,Pooth Khurd,77.060833,28.7590708,77.048,28.772,
113 Extn,Pooth Khurd,Dhake Wala,77.048,28.772,77.0402832031,28.7873325348,
113 Extn,Dhake Wala,Bawana,77.0402832031,28.7873325348,77.0391768529,28.8019489703,
113 Extn,Bawana,Air Force Station Ghoga,77.0391768529,28.8019489703,77.048974,28.807602,
113 Extn,Air Force Station Ghoga,Ghoga Village,77.048974,28.807602,77.0496830341,28.8288624105,
113,Fatehpuri,ISBT / Kashmiri Gate,77.223935,28.660643,77.229,28.666,20
113,ISBT / Kashmiri Gate,Old Secretariat,77.229,28.666,77.222,28.683,
113,Old Secretariat,G.T.B. Nagar,77.222,28.683,77.2060021632,28.698215324,
113,G.T.B. Nagar,Model Town II,77.2060021632,28.698215324,77.19,28.704,
113,Model Town II,Adarsh Nagar,77.19,28.704,77.170962,28.7157508187,
113,Adarsh Nagar,G.T.K. Depot,77.170962,28.7157508187,77.1583198811,28.731536134,
113,G.T.K. Depot,Haider Pur Water Works,77.1583198811,28.731536134,77.140706673,28.7212643486,
113,Haider Pur Water Works,ESI Hospital Rohini,77.140706673,28.7212643486,77.126769,28.726496,
113,ESI Hospital Rohini,Rohini Sector 16,77.126769,28.726496,77.128,28.736,
113,Rohini Sector 16,Shahbad Daulat Pur,77.128,28.736,77.111,28.745,
113,Shahbad Daulat Pur,Shahbad Dairy,77.111,28.745,77.096,28.746,
113,Shahbad Dairy,Prahladpur,77.096,28.746,77.294,28.5,
113,Prahladpur,Barwala,77.294,28.5,77.060833,28.7590708,
113,Barwala,Pooth Khurd,77.060833,28.7590708,77.048,28.772,
113,Pooth Khurd,Dhake Wala,77.048,28.772,77.0402832031,28.7873325348,
113,Dhake Wala,Bawana,77.0402832031,28.7873325348,77.0391768529,28.8019489703,
113,Bawana,Air Force Station Ghoga,77.0391768529,28.8019489703,77.048974,28.807602,
113,Air Force Station Ghoga,Sanoth X-ing,77.048974,28.807602,77.063,28.819,
113,Sanoth X-ing,Sanoth Village,77.063,28.819,77.063,28.819,
114 Etxn,Azadpur Terminal,Azadpur,77.177743,28.708115,77.1814774191,28.703708427,15
114 Etxn,Azadpur,Ashok Vihar X-ing,77.1814774191,28.703708427,77.167248,28.702757,
114 Etxn,Ashok Vihar X-ing,Wazirpur Depot,77.167248,28.702757,77.151,28.694,
114 Etxn,Wazirpur Depot,Pitam Pura J.D. Block,77.151,28.694,77.134,28.701,
114 Etxn,Pitam Pura J.D. Block,Saraswati Vihar C-Block,77.134,28.701,77.125,28.7,
114 Etxn,Saraswati Vihar C-Block,Mangol Pur School,77.125,28.7,77.104,28.694,
114 Etxn,Mangol Pur School,Mangol Pur Khurd,77.104,28.694,77.093,28.7,
114 Etxn,Mangol Pur Khurd,Pooth Kalan,77.093,28.7,77.077,28.714,
114 Etxn,Pooth Kalan,Begumpur (Rohini),77.077,28.714,77.0624892181,28.723202783,
114 Etxn,Begumpur (Rohini),Karala,77.0624892181,28.723202783,77.031,28.731,
114 Etxn,Karala,Kanjhawla,77.031,28.731,77.007,28.737,
114 Etxn,Kanjhawla,Jonti Village,77.007,28.737,76.9688179,28.7491802,
114 Etxn,Jonti Village,Punjab Khor,76.9688179,28.7491802,76.961,28.777,
114 Etxn,Punjab Khor,Jat Khor,76.961,28.777,76.962,28.788,
114+182A - Cluster,Kanjhawla Depot,Kanjhawla Village,77.003,28.726,77.005,28.734,60
114+182A - Cluster,Kanjhawla Village,Kanjhawala Chowk (Sarvodya Kanya Vidhyalaya),77.005,28.734,77.008,28.737,
114+182A - Cluster,Kanjhawala Chowk (Sarvodya Kanya Vidhyalaya),Shivam Plywood,77.008,28.737,77.012,28.735,
114+182A - Cluster,Shivam Plywood,Radha Swami Satsang / Rupali Enclave,77.012,28.735,77.02,28.734,
114+182A - Cluster,Radha Swami Satsang / Rupali Enclave,Shiv Vihar Bheem Chowk,77.02,28.734,77.025,28.733,
114+182A - Cluster,Shiv Vihar Bheem Chowk,Desu Office (NDPL),77.025,28.733,77.028,28.732,
114+182A - Cluster,Desu Office (NDPL),Karala Crossing,77.028,28.732,77.032,28.731,
114+182A - Cluster,Karala Crossing,Karala Village,77.032,28.731,77.036,28.731,
114+182A - Cluster,Karala Village,Karala School,77.036,28.731,77.039,28.73,
114+182A - Cluster,Karala School,Rama Vihar,77.039,28.73,77.045,28.728,
114+182A - Cluster,Rama Vihar,Sukhbir Nagar,77.045,28.728,77.048,28.727,
114+182A - Cluster,Sukhbir Nagar,Karala Patshala,77.048,28.727,77.053,28.726,
114+182A - Cluster,Karala Patshala,Rajeev Nagar,77.053,28.726,77.058,28.724,
114+182A - Cluster,Rajeev Nagar,Begumpur (Rohini),77.058,28.724,77.0624892181,28.723202783,
114+182A - Cluster,Begumpur (Rohini),Rohini Sec-21,77.0624892181,28.723202783,77.069,28.718,
114+182A - Cluster,Rohini Sec-21,Rohini Sec 20/21 More,77.069,28.718,77.074,28.715,
114+182A - Cluster,Rohini Sec 20/21 More,Pooth Kalan,77.074,28.715,77.077,28.714,
114+182A - Cluster,Pooth Kalan,Brahm Shakti Hospital,77.077,28.714,77.08,28.712,
114+182A - Cluster,Brahm Shakti Hospital,Krishna Vihar,77.08,28.712,77.084,28.706,
114+182A - Cluster,Krishna Vihar,Budh Vihar,77.084,28.706,77.0867515667,28.7046016116,
114+182A - Cluster,Budh Vihar,Mangol Puri Y-Block,77.0867515667,28.7046016116,77.088,28.703,
114+182A - Cluster,Mangol Puri Y-Block,Mangol Pur Khurd,77.088,28.703,77.093,28.7,
114+182A - Cluster,Mangol Pur Khurd,Avantika Xing,77.093,28.7,77.097,28.698,
114+182A - Cluster,Avantika Xing,Mangolpur Kalan Village,77.097,28.698,77.101,28.695,
114+182A - Cluster,Mangolpur Kalan Village,Mangol Pur School,77.101,28.695,77.104,28.694,
114+182A - Cluster,Mangol Pur School,Rohini Depot III,77.104,28.694,77.109,28.695,
114+182A - Cluster,Rohini Depot III,Puspanjali Enclave,77.109,28.695,77.111,28.696,
114+182A - Cluster,Puspanjali Enclave,Kali Mata Mandir,77.111,28.696,77.116,28.697,
114+182A - Cluster,Kali Mata Mandir,Deepali Chowk,77.116,28.697,77.119,28.698,
114+182A - Cluster,Deepali Chowk,Saraswati Vihar C-Block,77.119,28.698,77.125,28.7,
114+182A - Cluster,Saraswati Vihar C-Block,Madhuban Chowk,77.125,28.7,77.133,28.702,
114+182A - Cluster,Madhuban Chowk,Madhuban Chowk,77.133,28.702,77.133,28.702,
114+182A - Cluster,Madhuban Chowk,Pitam Pura J.D. Block,77.133,28.702,77.134,28.701,
114+182A - Cluster,Pitam Pura J.D. Block,Kohat Enclave Metro Station,77.134,28.701,77.142,28.697,
114+182A - Cluster,Kohat Enclave Metro Station,Pitampura ND Block,77.142,28.697,77.145,28.695,
114+182A - Cluster,Pitampura ND Block,Wazirpur Depot,77.145,28.695,77.151,28.694,
114+182A - Cluster,Wazirpur Depot,Wazirpur Depot,77.151,28.694,77.151,28.694,
114+182A - Cluster,Wazirpur Depot,Prembari Pul,77.151,28.694,77.157,28.697,
114+182A - Cluster,Prembari Pul,Keshav Puram B-4,77.157,28.697,77.162,28.687,
114+182A - Cluster,Keshav Puram B-4,Keshav Puram B-3,77.162,28.687,77.163,28.685,
114+182A - Cluster,Keshav Puram B-3,Kanhaiya Nagar,77.163,28.685,77.165,28.681,
114+182A - Cluster,Kanhaiya Nagar,Wazirpur JJ Colony,77.165,28.681,77.166,28.679,
114+182A - Cluster,Wazirpur JJ Colony,Inder Lok Metro Station,77.166,28.679,77.169,28.672,
114+182A - Cluster,Inder Lok Metro Station,Shastri Nagar Shiv Mandir,77.169,28.672,77.173,28.671,
114+182A - Cluster,Shastri Nagar Shiv Mandir,Shastri Nagar E-Block,77.173,28.671,77.177,28.67,
114+182A - Cluster,Shastri Nagar E-Block,Shastri Nagar Metro Station,77.177,28.67,77.18,28.669,
114+182A - Cluster,Shastri Nagar Metro Station,Subhadra Colony,77.18,28.669,77.184,28.671,
114+182A - Cluster,Subhadra Colony,Shastri Nagar A Block,77.184,28.671,77.186,28.673,
114+182A - Cluster,Shastri Nagar A Block,Gulabi Bagh,77.186,28.673,77.1887087627,28.6751539029,
114+182A - Cluster,Gulabi Bagh,Chowki No 2 / Gulabi Bagh Crossing,77.1887087627,28.6751539029,77.189,28.676,
114+182A - Cluster,Chowki No 2 / Gulabi Bagh Crossing,Shakti Nagar Nangia Park,77.189,28.676,77.196,28.68,
114+182A - Cluster,Shakti Nagar Nangia Park,Clock Tower / Police Station Roshanara Road,77.196,28.68,77.2021686226,28.6757557941,
114+182A - Cluster,Clock Tower / Police Station Roshanara Road,Roshnara Bagh,77.2021686226,28.6757557941,77.201,28.673,
114+182A - Cluster,Roshnara Bagh,Roshnara Road,77.201,28.673,77.204,28.669,
114+182A - Cluster,Roshnara Road,Ice Factory,77.204,28.669,77.209181,28.666948,
114+182A - Cluster,Ice Factory,St Stephen Hospital,77.209181,28.666948,77.214,28.667,
114+182A - Cluster,St Stephen Hospital,Tees Hazari Court,77.214,28.667,77.218,28.666,
114+182A - Cluster,Tees Hazari Court,ISBT Kashmere Gate (Nityanand Marg),77.218,28.666,77.225,28.668,
114+182A - Cluster,ISBT Kashmere Gate (Nityanand Marg),ISBT / Kashmiri Gate,77.225,28.668,77.229,28.666,
114+990 - Cluster,Regal / Shivaji Stadium,Shaheed Bhagat Singh Marg,77.215,28.633,77.212,28.633,72
114+990 - Cluster,Shaheed Bhagat Singh Marg,Shaheed Bhagat Singh Marg,77.212,28.633,77.209,28.633,
114+990 - Cluster,Shaheed Bhagat Singh Marg,Gole Market,77.209,28.633,77.203,28.634,
114+990 - Cluster,Gole Market,PS Mandir Marg,77.203,28.634,77.203,28.638,
114+990 - Cluster,PS Mandir Marg,Balmiki Mandir,77.203,28.638,77.204,28.639,
114+990 - Cluster,Balmiki Mandir,Panchkuian Road Banwai Lal Hospital,77.204,28.639,77.204,28.641,
114+990 - Cluster,Panchkuian Road Banwai Lal Hospital,Meghdoot Bhawan,77.204,28.641,77.201,28.643,
114+990 - Cluster,Meghdoot Bhawan,Arya Samaj Road / Pusa Road Petrol Pump,77.201,28.643,77.1933064258,28.6445443737,
114+990 - Cluster,Arya Samaj Road / Pusa Road Petrol Pump,Karol Bagh Metro Station,77.1933064258,28.6445443737,77.188,28.643,
114+990 - Cluster,Karol Bagh Metro Station,Rajendra Place / Karol Bagh Telephone Exchange,77.188,28.643,77.18,28.642,
114+990 - Cluster,Rajendra Place / Karol Bagh Telephone Exchange,East Patel Nagar,77.18,28.642,77.173,28.642,
114+990 - Cluster,East Patel Nagar,South Patel Nagar (Metro Station),77.173,28.642,77.168,28.645,
114+990 - Cluster,South Patel Nagar (Metro Station),West Patel Nagar,77.168,28.645,77.164,28.647,
114+990 - Cluster,West Patel Nagar,Shadipur DTC Colony Metro Station,77.164,28.647,77.158,28.651,
114+990 - Cluster,Shadipur DTC Colony Metro Station,Shadi Pur Depot,77.158,28.651,77.155,28.653,
114+990 - Cluster,Shadi Pur Depot,Moti Nagar Industrial Area,77.155,28.653,77.148,28.657,
114+990 - Cluster,Moti Nagar Industrial Area,Karampura Terminal,77.148,28.657,77.1423433228,28.6608755311,
114+990 - Cluster,Karampura Terminal,B Block New Moti Nagar,77.1423433228,28.6608755311,77.14,28.663,
114+990 - Cluster,B Block New Moti Nagar,Punjabi Bagh Terminal,77.14,28.663,77.143,28.673,
114+990 - Cluster,Punjabi Bagh Terminal,Britannia (Shakurpur),77.143,28.673,77.147,28.684,
114+990 - Cluster,Britannia (Shakurpur),Telephone Exchange,77.147,28.684,77.151,28.686,
114+990 - Cluster,Telephone Exchange,Wazirpur Depot,77.151,28.686,77.151,28.694,
114+990 - Cluster,Wazirpur Depot,WazirpurDepotRoadNo41(SubhashPalaceMarket),77.151,28.694,77.151,28.693,
114+990 - Cluster,WazirpurDepotRoadNo41(SubhashPalaceMarket),Guru Govind Singh College,77.151,28.693,77.151,28.697,
114+990 - Cluster,Guru Govind Singh College,TV Tower (Power House),77.151,28.697,77.151,28.699,
114+990 - Cluster,TV Tower (Power House),DAV School,77.151,28.699,77.143,28.699,
114+990 - Cluster,DAV School,Pitam Pura K.D. Block,77.143,28.699,77.1410246038,28.7002164472,
114+990 - Cluster,Pitam Pura K.D. Block,Pittampura AP-Block,77.1410246038,28.7002164472,77.139,28.703,
114+990 - Cluster,Pittampura AP-Block,Pitampura CD-Block,77.139,28.703,77.138,28.706,
114+990 - Cluster,Pitampura CD-Block,Pitam Pura Power House,77.138,28.706,77.134,28.707,
114+990 - Cluster,Pitam Pura Power House,Madhuban Chowk (Outer Ring Road),77.134,28.707,77.132,28.704,
114+990 - Cluster,Madhuban Chowk (Outer Ring Road),Madhuban Chowk,77.132,28.704,77.133,28.702,
114+990 - Cluster,Madhuban Chowk,Rohini Sector 7/8 X-ing,77.133,28.702,77.125,28.707,
114+990 - Cluster,Rohini Sector 7/8 X-ing,Sai Baba Chowk,77.125,28.707,77.124,28.708,
114+990 - Cluster,Sai Baba Chowk,Rohini Sec 7/9,77.124,28.708,77.117,28.713,
114+990 - Cluster,Rohini Sec 7/9,Rohini West Metro Station,77.117,28.713,77.115,28.715,
114+990 - Cluster,Rohini West Metro Station,Rohini Depot I,77.115,28.715,77.113,28.715,
114+990 - Cluster,Rohini Depot I,Chhoturam Park Rohini Sec 5,77.113,28.715,77.109,28.713,
114+990 - Cluster,Chhoturam Park Rohini Sec 5,Rithala Crossing (Rohini Sec 6 Crossing),77.109,28.713,77.107,28.711,
114+990 - Cluster,Rithala Crossing (Rohini Sec 6 Crossing),B-5 Rohini Som Bazar,77.107,28.711,77.104,28.713,
114+990 - Cluster,B-5 Rohini Som Bazar,Rithala School,77.104,28.713,77.103,28.714,
114+990 - Cluster,Rithala School,Rithala Village,77.103,28.714,77.101,28.717,
114+990 - Cluster,Rithala Village,Rithala School,77.101,28.717,77.104,28.714,
114+990 - Cluster,Rithala School,B-5 Rohini Som Bazar,77.104,28.714,77.105,28.713,
114+990 - Cluster,B-5 Rohini Som Bazar,Rithala Crossing,77.105,28.713,77.107,28.711,
114+990 - Cluster,Rithala Crossing,Visram Chowk,77.107,28.711,77.105,28.709,
114+990 - Cluster,Visram Chowk,Rohini Sec-3/4 Xing,77.105,28.709,77.103,28.706,
114+990 - Cluster,Rohini Sec-3/4 Xing,Avantika,77.103,28.706,77.0992866946,28.7023435674,
114+990 - Cluster,Avantika,Avantika Crossing,77.0992866946,28.7023435674,77.096,28.698,
114+990 - Cluster,Avantika Crossing,Mangol Pur Khurd,77.096,28.698,77.093,28.7,
114+990 - Cluster,Mangol Pur Khurd,Mangol Puri Y-Block,77.093,28.7,77.088,28.703,
114+990 - Cluster,Mangol Puri Y-Block,Budh Vihar,77.088,28.703,77.0867515667,28.7046016116,
114+990 - Cluster,Budh Vihar,Krishna Vihar,77.0867515667,28.7046016116,77.083,28.707,
114+990 - Cluster,Krishna Vihar,Brahm Shakti Hospital,77.083,28.707,77.08,28.712,
114+990 - Cluster,Brahm Shakti Hospital,Pooth Kalan,77.08,28.712,77.077,28.714,
114+990 - Cluster,Pooth Kalan,Rohini Sec-21,77.077,28.714,77.07,28.718,
114+990 - Cluster,Rohini Sec-21,Begumpur (Rohini),77.07,28.718,77.0624892181,28.723202783,
